label	x	y	z	classes	class_prob	sphere_scale	sphere_rotation	r	g	b
24483	-3026.7999201704383	2608.2830717282386	-48.57261198835444	[17, 17, 20, 17, 26]	[0.48776523461307364, 0.0012892449855630254, 0.008541786713168948, 0.4904930989302136, 0.010517320669801008]	[28.81640549354121, 27.164095654980002, 25.801925787629795]	[0.0, 0.0, -0.04161623983603114]	255	255	255
24543	-497.88293090955995	3155.188686412441	4.363935372978588	[17, 17, 17, 17, 17, 17, 26]	[0.05159797414703542, 0.006345803256218826, 0.1866676296486535, 0.0012567516015079274, 0.004485063081762697, 0.618227205069067, 0.12949225114981452]	[26.128325510290736, 27.38312730960027, 25.951816340983587]	[1.5707963267948966, 0.0, -2.3832071499396794]	255	255	255
24550	1274.8451878073251	3260.638949835673	-44.698672690479476	[17, 17, 17, 17, 17, 17, 26]	[0.11894595770970529, 0.008356982712193761, 0.002169508231775425, 0.09472792362902101, 0.005620809982110936, 0.5150696937377589, 0.25318029582940427]	[26.624177976354357, 27.376827534451866, 27.443649736627684]	[1.5707963267948966, 0.0, -2.8171235130694217]	255	255	255
24590	3667.212877739699	3577.0277193990587	8.744951531585315	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.04336464415823576, 0.0014232160369912763, 0.1388820136856866, 0.010297352247291893, 0.007135993976928153, 0.0029348268064454024, 0.05313990085490965, 0.5228126520388932, 0.2186485631528463]	[26.888634971211687, 27.28525245392956, 25.51478648432063]	[0.0, 0.0, 0.0]	255	255	255
24597	1266.9887060814604	3613.899064617891	-59.87405545305059	[17, 17, 17, 17, 17, 20, 17, 26]	[0.008390248760739617, 0.062475606643306196, 0.04047017572719729, 0.0068658629940253155, 0.004506756580114211, 0.010670329066376357, 0.4403380523806708, 0.4257786812215165]	[26.76832841658895, 26.793759278446046, 25.740022024685132]	[0.0, 0.0, 0.0]	255	255	255
24598	-3224.1774911934344	3612.8744948453723	-52.65607814006232	[17, 17, 20, 17, 26]	[0.002029561626601018, 0.2404013620139446, 0.04513487174697395, 0.6618350125477156, 0.04837100846212]	[25.587999762829703, 26.393293006443507, 26.473875267152344]	[0.0, 1.5707963267948966, 0.0]	255	255	255
24602	375.92676871204594	3657.452305592181	-57.122122227705184	[17, 17, 17, 17, 17, 17, 26]	[0.040215381765434335, 0.004607233965515736, 0.12006116045684188, 0.007289862149586216, 0.0016374594284766374, 0.8095290059699166, 0.015041091526713074]	[26.325617500560845, 26.32867355484582, 25.976576220651072]	[0.0, 0.0, 0.0]	255	255	255
24603	-2607.9240525267905	-4127.140751252081	-50.62158598458107	[17, 17, 17, 17, 26]	[0.01472775206990886, 0.08397676412489258, 0.008122841449546852, 0.4690475700867298, 0.4215896569261188]	[26.722400488506253, 26.580940000740924, 26.850222923169262]	[0.0, 0.0, 0.0]	255	255	255
24605	-3244.1162915539358	-4132.780721366833	2.3797541760700796	[17, 17, 17, 17, 17, 26]	[0.011485045203570035, 0.0788879093286482, 0.0019025547269219476, 0.001969053520320852, 0.7615646343446909, 0.14283003607462744]	[26.803559684066585, 26.47378598956113, 26.40246382721174]	[-1.4864236996045468, -0.02542741281929588, 0.3580563037799265]	255	255	255
24610	32.77977538553296	-4028.340743785102	-40.194437961582594	[17, 17, 17, 26]	[0.0013641617590815145, 0.35234337680030137, 0.6395970867378447, 0.00582769418097961]	[27.516992815149454, 25.797329658554546, 26.13988382723216]	[-1.5447954361048697, 0.3220890963352255, -2.3156898556400973]	255	255	255
24622	676.3962580169168	-3913.9992650015784	-2.895051317272447	[17, 17, 17, 17, 17, 17, 17, 26]	[0.01226197664741231, 0.13042250845003361, 0.017980430722307334, 0.0013058712261887118, 0.0015175840226472855, 0.005317080530749355, 0.8079142550588655, 0.02222226643708502]	[26.292249548801443, 27.05033501498935, 26.47230108853514]	[1.5707963267948966, 0.0, -2.9237945243239074]	255	255	255
24641	-3097.602489251787	-3701.9975771145973	-21.99521082404766	[17, 17, 17, 17, 26]	[0.0011611255530146604, 0.44542038406091666, 0.06089650038370351, 0.47525515479170205, 0.015086059887557521]	[27.12652812351258, 25.956209969420627, 28.2194950583876]	[0.0, 0.0, 0.0]	255	255	255
24651	-892.3919729965082	-3622.7997682036857	0.2101450664354303	[17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.1266777115509162, 0.01398995211114147, 0.002428575569032587, 0.315450323590597, 0.0070179675681679475, 0.004494001101495453, 0.05851829552002574, 0.40681640913642775, 0.06365959995593766]	[26.15944269804187, 25.931638005843887, 25.879230559356813]	[0.0, 0.0, -0.42716360056015373]	255	255	255
24654	-3861.026507396538	-3577.1490811937942	7.41008293915867	[17, 17, 17, 17, 17, 17]	[0.01364057659134432, 0.09110516252180682, 0.23360347287678002, 0.01929562835762466, 0.1019992993181902, 0.5385487682081275]	[26.6370513642275, 25.829845199332276, 26.231831941424844]	[1.5707963267948966, 0.0, -0.7030766219682023]	255	255	255
24719	2906.269354870677	-3099.343164447836	-35.80896720011988	[17, 17, 17, 17, 17, 20, 17, 26]	[0.03319983635747854, 0.35955033595294356, 0.0018021744709098395, 0.005599641056946378, 0.08362099347907641, 0.0074992073364049325, 0.46599543491608125, 0.04054453496049506]	[26.958285410353007, 26.05311183735988, 26.42382084418541]	[-1.119160744211374, -0.21302359675551963, -2.284559415608173]	255	255	255
24788	-2416.214516554891	-2865.7333399268327	-59.31875135086234	[17, 17, 17, 17, 17, 26]	[0.0899936465174057, 0.0050126141871121325, 0.0010566827805922208, 0.10009518809373641, 0.651561557117131, 0.1503894870999708]	[27.41542177798026, 26.004365362584757, 26.34640096682945]	[0.0, 0.0, 0.0]	255	255	255
24825	-1999.360089904266	-2588.6912446043407	19.051632081697193	[17, 17, 17, 17, 26]	[0.007097725339392551, 0.19434509886803114, 0.0027497105603631364, 0.5351963328438584, 0.2593549593654157]	[26.69633784049391, 26.00200017258036, 26.249309163672173]	[0.0, 0.0, -0.6205673083189526]	255	255	255
24836	1959.5227019728559	-2520.9715605743513	-55.762329279335	[17, 17, 17, 17, 26]	[0.0011625414086489146, 0.1256727158034059, 0.0011006182952115787, 0.7023800723484817, 0.16807586573256217]	[27.17331997179768, 26.553176203458957, 27.069664320332592]	[1.5707963267948966, 0.0, -0.7831631187003022]	255	255	255
24885	121.27876385011587	-2305.4978011735093	-30.784344327101522	[17, 17, 17, 17, 17, 20, 17, 26]	[0.0030336842215178844, 0.19037890030046523, 0.005131504889698656, 0.03171146411470285, 0.0011865910293929107, 0.0049308310109642305, 0.7453968974957189, 0.017978987287958804]	[26.607679009452664, 26.55096646185425, 25.692505795793096]	[0.0, 0.0, 0.0]	255	255	255
24906	3449.6778057909382	-2243.880872457341	-3.3842940684280904	[17, 17, 17, 17, 17, 20, 17, 26]	[0.0038360391440613656, 0.14509180286345033, 0.0016664353613597648, 0.0048492488255332585, 0.009493909592701794, 0.027339485216462157, 0.5760272724993736, 0.2309696058301187]	[27.166447925929745, 26.052066578288674, 26.53525854311652]	[0.0, 1.5707963267948966, 0.0]	255	255	255
24950	3597.482116497969	-1894.930220431213	-37.70220292602847	[17, 17]	[0.24949773583396617, 0.7501074619211745]	[27.2401442795839, 25.46225644116815, 26.061157001319444]	[-1.4508636432603341, 0.3298981721413739, -2.0152940141574054]	255	255	255
24963	-1165.2151101390032	-1733.1359415742431	-51.37001841341109	[17, 17, 17, 17, 26]	[0.01932701452634603, 0.0466801275415707, 0.0032438219252739976, 0.4991562852624478, 0.42907335366359456]	[26.479792317445536, 27.15565362193477, 26.62493099667605]	[1.5707963267948966, 0.0, -2.513079243541828]	255	255	255
25023	2060.510030709737	-1043.3225487239374	31.077942798935908	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.1270488917919588, 0.012364499154796793, 0.0035151270251792934, 0.2118022015981791, 0.014854671700204072, 0.0016814003970551591, 0.0027439799453912264, 0.6080182853977999, 0.0174280949150203]	[27.670099116928604, 26.347364229864574, 25.67269012515999]	[-0.5909941740629401, -0.45732528885759005, -2.2998294628566422]	255	255	255
25036	-3821.4959934585077	-914.9529931474449	-34.94873740880261	[17, 17, 17, 17, 17, 17, 17, 26]	[0.01401667577748349, 0.0023874113058128836, 0.2074214626218313, 0.022393072072854556, 0.028885768929065615, 0.026730304850157607, 0.6963862590325831, 0.0014242463297690292]	[25.824215210509, 26.62952768871468, 26.963611612799575]	[0.024626191637182784, 0.18363630536340877, 1.7606276556082991]	255	255	255
25083	3120.2091104914193	-556.9039989806388	9.731833036902472	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.18722293433762166, 0.0147461227202295, 0.006361315439009541, 0.2034550947536766, 0.01584878503895074, 0.025997574873412636, 0.008886167208537778, 0.47154437710213454, 0.06473663908079272]	[26.11162095239716, 26.238010518223184, 27.016647142700684]	[0.0, 0.0, 0.0]	255	255	255
25121	-3880.6636145698503	-51.42052808828703	-33.293085826398524	[17, 17, 17, 17, 17, 17, 17, 26]	[0.00582015584507214, 0.116759133360016, 0.030042292239959526, 0.03418587703592449, 0.02173328729509647, 0.002698158667474872, 0.7070957046480636, 0.08058269840128891]	[26.02949215320327, 26.574602304176558, 26.181624125176356]	[0.0, 0.0, -2.8834265787183777]	255	255	255
25122	-909.6018040940439	-15.663094950724371	20.232145962665754	[17, 17, 17, 17, 17, 20, 17, 26]	[0.0054701849133413265, 0.1733331297586332, 0.02253678661892847, 0.009223537371385822, 0.028069595050338493, 0.0019665476932077654, 0.6101787166315542, 0.1486812941932624]	[26.914537179456467, 26.3326428402894, 26.106662461651172]	[-0.4721410175046393, -0.3837611490289649, -2.3503909501555933]	255	255	255
25141	3598.4193594673548	138.69202023920025	10.582779827425838	[17, 17, 17, 17, 17, 17, 17, 17]	[0.09478364586360469, 0.025285007287241413, 0.007339784529122144, 0.30819200921308393, 0.024521030517700604, 0.0017802170759391724, 0.010128792765635337, 0.5268641025130333]	[29.015056146774832, 25.84547968185374, 25.83329392393181]	[1.5707963267948966, 0.0, -0.6747838995027188]	255	255	255
25144	3583.9168292376476	167.91658846103473	15.454942479262868	[17, 17, 17, 17, 17, 17, 17]	[0.05206419541468416, 0.0013963737258694538, 0.09790245615912217, 0.2572150615894026, 0.09398043709090446, 0.19096514216817176, 0.3054056941553613]	[26.190302785836895, 25.833830220633768, 25.491589387180564]	[-0.23660935817326445, 0.08409551530796062, -0.7976795524018502]	255	255	255
25145	3476.3375859564953	192.863298363196	-26.312254750257935	[17, 17, 17, 17, 17, 17, 26]	[0.017637695721507737, 0.0778096354066772, 0.0011394686184281898, 0.004384895262847041, 0.006975149191228658, 0.7304182204078695, 0.160362034973201]	[26.369262841523437, 26.476677237994338, 26.514428848679152]	[1.5707963267948966, 0.0, -2.406711768814348]	255	255	255
25153	3508.9356753213474	230.5434207488106	7.038498812194632	[17, 17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.13298066925210164, 0.0021627453142073192, 0.0022698580985472555, 0.07799171408556603, 0.003614831126032741, 0.025302402043743556, 0.005346873561563492, 0.0012194084792842281, 0.7121550040365061, 0.03606258304949395]	[27.13050036883466, 26.397685682092916, 26.26254269272754]	[0.0, 0.0, -0.6719275338157413]	255	255	255
25162	3652.5736175725565	312.4224055767354	18.401184809649592	[17, 17, 17, 17, 17, 17, 26]	[0.014021353067132892, 0.10423098743673467, 0.033616609914875736, 0.002756817488670522, 0.0034774206621881742, 0.8319451584867753, 0.00798925821492169]	[27.583695511310644, 26.311017500021336, 26.154763407536734]	[-1.026692273595567, -0.372647723966114, -2.4378871048322996]	255	255	255
25183	3737.9257159378453	502.9195415947852	8.544565338382995	[17, 17, 17, 17, 17, 17, 26]	[0.014927923256653167, 0.13882009456101774, 0.00897930432191633, 0.008715931313621519, 0.028662093109014686, 0.642537278147919, 0.1559376753067772]	[27.58266332066532, 26.09199854703656, 27.069150475977576]	[1.5707963267948966, 0.0, -0.11774535393381708]	255	255	255
25191	3744.5547424076526	560.0491396949028	11.876039783226318	[17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.00892087477153074, 0.08997895277112912, 0.026116144262556158, 0.21192921927481798, 0.013531598015983365, 0.0031816707805140637, 0.017134959629595325, 0.6245664040180341, 0.004149905521440687]	[26.098783054051825, 26.493418877513562, 26.065516321099615]	[1.5707963267948966, 0.0, -2.8436231640489282]	255	255	255
25197	2381.6959666908874	596.8629743969686	12.401241119550747	[17, 17, 17, 17, 17, 20, 17, 26]	[0.009587576431052154, 0.11194734877428222, 0.015113823312158197, 0.02753109162330448, 0.066175348043847, 0.013406312240607026, 0.6495538536365403, 0.10551074538167195]	[25.73560346260812, 26.726678652119887, 26.28589674999278]	[-1.5755565754903662, 0.3039680178580923, -0.8440135252925387]	255	255	255
25201	-2334.05790487414	595.0438526978569	-26.53914340953355	[17, 17, 17, 17, 17, 17]	[0.009729276604433661, 0.1357153236591434, 0.14051072066105683, 0.05837538225007006, 0.13574917905505876, 0.5183732318194147]	[25.787525528360252, 26.342771478890405, 26.1271956045152]	[0.0, 0.0, -2.651289915654024]	255	255	255
25203	2683.619590840792	670.0120673898809	-7.077684126592445	[17, 17, 17, 17, 17, 17, 26]	[0.005697133495760718, 0.04393797289223652, 0.0054847843027982955, 0.0018986350986774185, 0.013647038705695686, 0.46459288160973217, 0.4642010969620123]	[26.81521103413175, 26.61631989996178, 26.656288021482162]	[-1.0304407370630742, -0.3576855308507953, -2.4258514840869823]	255	255	255
25233	165.62467851192469	989.2304340013388	11.78534261702545	[17, 17, 17, 17, 17]	[0.01098709923778041, 0.07717106811486145, 0.003025816623070009, 0.40097149395166237, 0.5052518547596488]	[27.230367119009202, 26.027942802210504, 25.82441275104587]	[-0.5403379268776557, 0.18632400274985164, -1.5189852718433257]	255	255	255
25242	3774.145342299907	998.7506834640508	6.44625512321133	[17, 17, 17, 17, 17, 17, 17, 17, 17, 26]	[0.09918324327132605, 0.0016722040043000677, 0.002813558334245154, 0.12258000970280768, 0.0031224389958976672, 0.0058607264325471285, 0.10369250936053069, 0.0011936941694951294, 0.40448090083057436, 0.25469241693306066]	[25.82517465253848, 26.30442885157227, 27.518433653370305]	[1.5707963267948966, 0.0, -2.6724039952740095]	255	255	255
25243	1109.091165402036	1010.7030832443397	-56.370274981556804	[17, 17, 17, 17, 26]	[0.03661465879594969, 0.19421479202899491, 0.002595686582780713, 0.6239153441789231, 0.13922436698639196]	[26.060829787742573, 27.228427833629468, 26.565216246467372]	[0.0, 0.0, -2.573562623946796]	255	255	255
25246	2046.2550388030863	1023.5562505116322	-25.672382004749934	[17, 17, 17, 17, 17, 17, 26]	[0.010059534262249984, 0.18741093194986555, 0.01246759406003805, 0.005075132631072648, 0.0035723369746586842, 0.7755211823345229, 0.003853065505352179]	[26.153516784973633, 25.864021467079322, 26.778702084267152]	[1.5707963267948966, 0.0, -0.4348486562753436]	255	255	255
25248	-927.6324689162411	1046.3855960799483	11.720381286687171	[17, 17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.07316440545504738, 0.006256822091525943, 0.0015640156218274307, 0.16242694617095094, 0.012195596402353308, 0.0038439788817337117, 0.002038503573645628, 0.006011734454676603, 0.706359621045038, 0.02558092541825237]	[26.259664160762732, 27.400416219200807, 25.988241794968463]	[1.5707963267948966, 0.0, -2.918920204698883]	255	255	255
25250	1138.9770097707637	1040.5666235135213	5.408648632848909	[17, 17, 17, 17, 17, 17, 26]	[0.021394022570194352, 0.08425886796234683, 0.0026128605994132858, 0.0016194047970674492, 0.02339766986740703, 0.4796721517685076, 0.3856382238676764]	[26.56179257124755, 26.454422380983722, 27.099104998783417]	[0.0, 0.0, -0.4122993171971842]	255	255	255
25260	985.0358234551654	1094.101912381424	8.149417678034027	[17, 17, 17, 17, 17, 17, 26]	[0.005933411271646085, 0.07005720185246515, 0.021665871408071236, 0.009596010140848382, 0.02182525960930156, 0.5435238633904439, 0.3258342805745477]	[26.59635705068912, 26.292350749190327, 26.418459370644243]	[1.5707963267948966, 0.0, -0.002468096000111201]	255	255	255
25263	-3559.852727793604	1117.8286194383154	-59.464900120374416	[17, 17, 17, 20, 17, 26]	[0.001805350684278688, 0.18128193144935484, 0.0013028143948885951, 0.004679145636544655, 0.6918749027442527, 0.11805536057805119]	[27.26044861306472, 25.877801979560857, 26.55289127353418]	[0.6695032232470862, -0.16371819070732285, -0.10522834512154486]	255	255	255
25264	349.86612240189197	1081.8010746828286	-43.22656669975876	[17, 17, 17, 17, 17, 17, 26]	[0.03318584803137068, 0.045339204803656795, 0.02455585285890889, 0.004038520869250222, 0.03379153163912761, 0.4558744241183355, 0.4008540109352329]	[26.45120679405727, 26.85271561835943, 26.751505720730755]	[1.5707963267948966, 0.0, -2.627503954430306]	255	255	255
25268	1431.2941607018106	1125.5265559110594	-2.9310510539399104	[17, 17, 17, 17, 17, 17, 20, 17, 26]	[0.04531801144726312, 0.0036736990097843473, 0.2342621733654207, 0.001363033019660015, 0.005346904380802023, 0.02192593249596365, 0.0012232847070364756, 0.4883664403252496, 0.19676476743288046]	[26.271996502760633, 25.68181370442435, 26.34145528100204]	[0.0, 1.5707963267948966, 0.0]	255	255	255
25273	1630.2985223076516	1155.7235355399598	15.018999010665155	[17, 17, 17, 17, 17, 17, 17, 26]	[0.015289332202677607, 0.00163796593189437, 0.12182123681887441, 0.02535405241401113, 0.0011518855180980955, 0.006206236031816864, 0.8262937803982944, 0.0012500915457330456]	[26.01580256071425, 26.69384244416738, 26.421126915722915]	[1.5707963267948966, 0.0, -2.6034960120360826]	255	255	255
25279	-2767.3108640866603	1224.0901381828453	-43.603410776340425	[17, 17, 17, 17, 17, 17, 20, 20, 17, 26]	[0.028229240852903494, 0.004494324472083199, 0.004683487026286192, 0.30576332113323396, 0.039399209111676214, 0.006047490981697681, 0.0382442278788687, 0.002298797683723078, 0.5584060309805624, 0.011598401053294525]	[27.794294518603586, 25.704017541755867, 25.94531754137292]	[-0.574592321798814, 0.4035708051226269, -1.8640691326567067]	255	255	255
25280	-1290.2910688564812	1237.4952220302985	-24.353917041348083	[17, 17, 17, 17, 17, 17, 26]	[0.021420183972529074, 0.07668953160751418, 0.0011631895198674655, 0.001967491927930259, 0.006395407118756517, 0.6202795239253824, 0.27048830344738156]	[26.998111501293906, 26.418649887780383, 26.457793427829632]	[0.0, 1.5707963267948966, 0.0]	255	255	255
